(QUERY): 'ISLAM' '02'
Negative Neutral Positive
0.8751707673072815 0.11849960684776306 0.006329635623842478 
0.6242671012878418 0.34105658531188965 0.034676309674978256 
0.28387755155563354 0.6689234972000122 0.047199007123708725 
0.5226579308509827 0.44948500394821167 0.027856990694999695 
0.04980987682938576 0.664825439453125 0.28536468744277954 
0.007922815158963203 0.1812523454427719 0.8108248114585876 
0.5326938033103943 0.43007394671440125 0.03723221644759178 
0.24570447206497192 0.7071356773376465 0.04715989902615547 
0.839050829410553 0.15085390210151672 0.010095300152897835 
0.3949441909790039 0.546588122844696 0.05846763402223587 
0.7042053937911987 0.2840988337993622 0.011695810593664646 
0.010714961215853691 0.15374945104122162 0.8355356454849243 
0.16322560608386993 0.7571617364883423 0.0796126276254654 
0.060375768691301346 0.770479142665863 0.1691451221704483 
0.01160520315170288 0.3199153244495392 0.6684795022010803 
0.6051701307296753 0.3794344663619995 0.01539535354822874 
0.9371101260185242 0.060218796133995056 0.0026710894890129566 
0.7804951667785645 0.20917844772338867 0.010326349176466465 
0.8306118845939636 0.1598634123802185 0.009524674154818058 
0.7042093873023987 0.2692657709121704 0.026524841785430908 
0.19043968617916107 0.7819953560829163 0.02756495587527752 
0.5257918238639832 0.4330025613307953 0.041205648332834244 
0.023912107571959496 0.6426441073417664 0.33344388008117676 
0.36600035429000854 0.47426092624664307 0.1597387045621872 
0.9027385115623474 0.0910935252904892 0.00616793567314744 
0.5079175233840942 0.43843480944633484 0.05364763364195824 
0.2952817678451538 0.598474383354187 0.10624386370182037 
0.9241931438446045 0.07267057150602341 0.003136228071525693 
0.2253575176000595 0.7273145318031311 0.047327980399131775 
0.045018602162599564 0.5201802849769592 0.4348011016845703 
0.053432825952768326 0.4761844575405121 0.4703827500343323 
0.009971371851861477 0.298199862241745 0.6918287873268127 
0.5705119967460632 0.40970706939697266 0.019780971109867096 
0.062294188886880875 0.5997851490974426 0.3379207253456116 
0.04374484345316887 0.7366976141929626 0.2195574790239334 
0.7743166089057922 0.21687673032283783 0.008806640282273293 
0.017353864386677742 0.306855171918869 0.6757909655570984 
0.7859442234039307 0.20636016130447388 0.007695652544498444 
0.039541274309158325 0.6796055436134338 0.28085312247276306 
0.030330460518598557 0.8395308256149292 0.13013863563537598 
0.16804707050323486 0.6917763352394104 0.14017654955387115 
0.9154838919639587 0.07970939576625824 0.0048067313618958 
0.16235987842082977 0.7886015772819519 0.04903857037425041 
0.5008651614189148 0.4618988633155823 0.03723595663905144 
0.14463786780834198 0.793220043182373 0.06214211881160736 
0.08418360352516174 0.8249824643135071 0.09083396196365356 
0.9223721027374268 0.07291701436042786 0.004710943438112736 
0.0035910799633711576 0.2177441418170929 0.7786647081375122 
0.10348587483167648 0.5305668115615845 0.36594733595848083 
0.08999677747488022 0.8553478121757507 0.054655399173498154 
0.9134456515312195 0.08130016177892685 0.005254213232547045 
