(QUERY): 'ISLAM' '02'
Negative Neutral Positive
0.0243491530418396 0.564198911190033 0.41145196557044983 
0.8320952653884888 0.15996386110782623 0.007940861396491528 
0.18125256896018982 0.666647732257843 0.15209965407848358 
0.10384754091501236 0.7237145304679871 0.17243783175945282 
0.9033021926879883 0.09256736189126968 0.004130478482693434 
0.05865965783596039 0.8673123121261597 0.07402804493904114 
0.9141173362731934 0.07828057557344437 0.007602033670991659 
0.30738434195518494 0.6250399351119995 0.06757572293281555 
0.00927236769348383 0.38999417424201965 0.6007334589958191 
0.0013582399114966393 0.013264556415379047 0.9853772521018982 
0.010131455957889557 0.5560889840126038 0.4337795376777649 
0.7765495777130127 0.21505104005336761 0.008399361744523048 
0.6607887744903564 0.3207034170627594 0.01850774697959423 
0.28638795018196106 0.4974241852760315 0.21618786454200745 
0.7606469988822937 0.23015190660953522 0.009201054461300373 
0.11449167877435684 0.7650017738342285 0.12050651013851166 
0.1250411719083786 0.7728425860404968 0.10211624205112457 
0.6391534805297852 0.34855279326438904 0.012293760664761066 
0.3482424318790436 0.6093881726264954 0.04236939549446106 
0.8617885112762451 0.13329021632671356 0.004921356216073036 
0.8407526612281799 0.15502209961414337 0.004225175362080336 
0.08692266047000885 0.8409621119499207 0.07211523503065109 
0.03740505501627922 0.5400543212890625 0.4225405752658844 
0.09375803917646408 0.5318961143493652 0.37434589862823486 
0.89993816614151 0.09442146867513657 0.005640441086143255 
0.7214428186416626 0.26619651913642883 0.01236061193048954 
0.3248913288116455 0.6208822131156921 0.05422641709446907 
0.04767449200153351 0.38159096240997314 0.5707345008850098 
0.07181423157453537 0.7699100375175476 0.15827572345733643 
0.3474148213863373 0.5243266820907593 0.12825848162174225 
0.3824330270290375 0.5632055997848511 0.05436129495501518 
0.5573925971984863 0.41094112396240234 0.031666312366724014 
0.1069672629237175 0.5222055912017822 0.3708271384239197 
0.2656407654285431 0.5977968573570251 0.13656236231327057 
0.05386431887745857 0.8985584378242493 0.047577254474163055 
0.37709009647369385 0.5625482201576233 0.06036167964339256 
0.8413019776344299 0.1483880579471588 0.010309900157153606 
0.05932093784213066 0.7843314409255981 0.15634770691394806 
0.8447237014770508 0.14160455763339996 0.013671746477484703 
0.6221179366111755 0.3527349531650543 0.02514713816344738 
0.01597028411924839 0.2742496728897095 0.7097800374031067 
0.5619932413101196 0.42056065797805786 0.017446143552660942 
0.4144858121871948 0.519292414188385 0.06622181832790375 
0.8329759836196899 0.1516275852918625 0.015396399423480034 
0.9175055027008057 0.07816798985004425 0.0043264213018119335 
0.23354707658290863 0.7059102654457092 0.060542650520801544 
0.05135210603475571 0.408013254404068 0.5406346917152405 
0.03873763978481293 0.23116140067577362 0.7301009893417358 
0.7394187450408936 0.2516692876815796 0.008911941200494766 
0.06633839756250381 0.6736695170402527 0.25999215245246887 
0.2813304662704468 0.6139223575592041 0.10474718362092972 
0.684100866317749 0.3045296370983124 0.0113694928586483 
0.8709656596183777 0.12288684397935867 0.006147464737296104 
0.9317688941955566 0.06260830909013748 0.0056228949688375 
0.33157116174697876 0.6234148740768433 0.04501398652791977 
0.42755749821662903 0.5522544384002686 0.0201881043612957 
0.21225227415561676 0.6345493197441101 0.15319842100143433 
0.14914986491203308 0.6647500991821289 0.1861000657081604 
0.8963125348091125 0.09896589815616608 0.004721532575786114 
0.9192227721214294 0.07681678980588913 0.003960398957133293 
0.10067645460367203 0.8419192433357239 0.057404350489377975 
0.06233546882867813 0.6570885181427002 0.28057605028152466 
0.15853138267993927 0.668927788734436 0.1725408136844635 
0.192300483584404 0.7489702701568604 0.05872919782996178 
0.7684103846549988 0.2181694358587265 0.013420211151242256 
0.08054225146770477 0.6960128545761108 0.22344492375850677 
0.1009715273976326 0.8275731205940247 0.07145538181066513 
0.7187596559524536 0.26889485120773315 0.012345555238425732 
0.4817287027835846 0.45004454255104065 0.06822672486305237 
0.48020994663238525 0.4750414192676544 0.04474860057234764 
0.08434869349002838 0.7654557228088379 0.15019553899765015 
0.5047972202301025 0.47245728969573975 0.022745490074157715 
0.4167264997959137 0.5003666281700134 0.0829068273305893 
0.4167264997959137 0.5003666281700134 0.0829068273305893 
0.8367534279823303 0.154768705368042 0.00847786758095026 
0.5893011689186096 0.36735185980796814 0.04334696754813194 
0.00597976753488183 0.3263360261917114 0.6676841974258423 
0.29170817136764526 0.6515721082687378 0.05671975389122963 
0.06342737376689911 0.8670964241027832 0.0694761574268341 
0.8425922393798828 0.14827565848827362 0.009132185019552708 
0.9124473929405212 0.07974916696548462 0.007803414016962051 
0.27839332818984985 0.6691616177558899 0.05244506523013115 
0.41973891854286194 0.5184484124183655 0.06181265786290169 
0.14177820086479187 0.7533777356147766 0.10484402626752853 
0.0010105730034410954 0.03324299678206444 0.9657464623451233 
0.6722253561019897 0.3139386773109436 0.013835938647389412 
0.8230143189430237 0.16611072421073914 0.010875046253204346 
0.19854529201984406 0.741546630859375 0.05990806967020035 
0.4481900930404663 0.5114333629608154 0.04037661477923393 
0.09222771227359772 0.8351526260375977 0.07261968404054642 
0.8372958898544312 0.1548125445842743 0.007891502231359482 
0.5178577899932861 0.46300289034843445 0.01913936249911785 
0.5178577899932861 0.46300289034843445 0.01913936249911785 
0.20558735728263855 0.7601409554481506 0.03427163511514664 
0.8327836394309998 0.16033200919628143 0.006884339731186628 
0.04238785430788994 0.9080749750137329 0.04953717812895775 
0.1433602124452591 0.43008318543434143 0.4265565872192383 
0.5724307298660278 0.37371817231178284 0.05385114252567291 
0.8876436352729797 0.10674610733985901 0.005610179156064987 
0.3861420750617981 0.5835496783256531 0.03030831553041935 
0.8508018255233765 0.14062020182609558 0.00857799407094717 
0.32360702753067017 0.6438685059547424 0.03252442181110382 
0.021393749862909317 0.8588443994522095 0.11976179480552673 
0.31189629435539246 0.6506686210632324 0.03743510693311691 
0.7804815769195557 0.21169158816337585 0.007826822809875011 
0.34855884313583374 0.5680493712425232 0.08339174091815948 
0.2502295970916748 0.7010831236839294 0.048687346279621124 
0.8363979458808899 0.15268659591674805 0.010915459133684635 
0.21121367812156677 0.5949833989143372 0.19380296766757965 
0.24756278097629547 0.5667968392372131 0.185640349984169 
0.35663414001464844 0.5940661430358887 0.04929974302649498 
0.5207313299179077 0.4480588436126709 0.031209826469421387 
0.8256174921989441 0.1683112531900406 0.006071333307772875 
0.7324978113174438 0.2539559304714203 0.013546287082135677 
0.002914868760854006 0.10530118644237518 0.8917840123176575 
0.002914868760854006 0.10530118644237518 0.8917840123176575 
0.002914868760854006 0.10530118644237518 0.8917840123176575 
0.0019027333473786712 0.1321776956319809 0.8659195899963379 
0.1553131639957428 0.7141366600990295 0.13055017590522766 
0.7736350893974304 0.21928764879703522 0.007077230140566826 
0.700896143913269 0.2885531485080719 0.0105506656691432 
0.7507615089416504 0.23809966444969177 0.011138908565044403 
0.4443221688270569 0.45452752709388733 0.10115034133195877 
0.9073888063430786 0.08422734588384628 0.008383830077946186 
0.8518122434616089 0.13951782882213593 0.0086698979139328 
0.6565107703208923 0.2933478057384491 0.05014137923717499 
0.8862123489379883 0.1079154685139656 0.0058721206150949 
0.9057090878486633 0.08866281062364578 0.005628117825835943 
0.11440213769674301 0.8520419001579285 0.033556047827005386 
0.05399448052048683 0.8817560076713562 0.0642494335770607 
0.9031575918197632 0.09105460345745087 0.005787877831608057 
0.5998674631118774 0.37790536880493164 0.022227145731449127 
0.45783743262290955 0.53041011095047 0.011752490885555744 
0.8158824443817139 0.17098987102508545 0.013127702288329601 
0.5119516849517822 0.45119670033454895 0.036851666867733 
0.32149016857147217 0.5860495567321777 0.0924602821469307 
0.014242790639400482 0.157568097114563 0.8281890749931335 
0.8409409523010254 0.14786754548549652 0.01119146216660738 
0.008598808199167252 0.3744197189807892 0.6169814467430115 
0.5869098901748657 0.3934256136417389 0.019664544612169266 
0.18896275758743286 0.7061169147491455 0.10492037981748581 
0.007054914720356464 0.3168390691280365 0.6761059761047363 
0.08235406130552292 0.7485284805297852 0.1691175103187561 
0.06583598256111145 0.8739567399024963 0.06020724028348923 
0.5368229746818542 0.4483920633792877 0.014784970320761204 
0.6710144281387329 0.3178422451019287 0.011143356561660767 
0.0014376493636518717 0.033948395401239395 0.9646139740943909 
0.0014376493636518717 0.033948395401239395 0.9646139740943909 
0.7206503748893738 0.2636793255805969 0.01567036844789982 
0.5243008136749268 0.45714807510375977 0.018551155924797058 
0.03839484602212906 0.7188628911972046 0.24274227023124695 
0.36837038397789 0.5962837338447571 0.03534584492444992 
0.0015265196561813354 0.03836677223443985 0.9601067304611206 
0.0017514204373583198 0.08081737160682678 0.9174311757087708 
0.4687088429927826 0.5090203285217285 0.0222708098590374 
0.8113155961036682 0.17857682704925537 0.010107610374689102 
0.8377091288566589 0.15232208371162415 0.009968768805265427 
0.31384938955307007 0.6184044480323792 0.06774618476629257 
0.08521558344364166 0.7611100077629089 0.1536744385957718 
0.5022210478782654 0.4696800708770752 0.028098851442337036 
0.1594316065311432 0.749171793460846 0.09139656275510788 
0.39309415221214294 0.5799707174301147 0.02693512849509716 
0.09036596864461899 0.8690385818481445 0.040595345199108124 
0.02772766537964344 0.826133131980896 0.1461392045021057 
0.6649976372718811 0.31115466356277466 0.02384771779179573 
0.04999499395489693 0.6639512181282043 0.286053866147995 
0.4126470685005188 0.5631042718887329 0.0242486372590065 
0.8723107576370239 0.12205500900745392 0.005634225904941559 
